beta12,beta13,beta23,alpha,T1,T_Phi,T_alpha,certified_band_fraction,T_Phi_over_T_alpha,x1*,x2*,x3*
0.01,0.0158489319246,0.0158489319246,0.6667,0.12375274417,15046074.5896,4.52436605345e+12,3.3255652368e-06,3.32556526415e-06,0.333333372629,0.333333372629,0.333333254743
0.01,0.0158489319246,0.0251188643151,0.6667,0.147749414624,17963631.6586,4.5243685894e+12,3.97041734242e-06,3.97041737507e-06,0.333333497186,0.33333331035,0.333333192464
0.01,0.0158489319246,0.0398107170553,0.6667,0.180981132145,22004001.8655,4.5243726086e+12,4.86343711891e-06,4.86343715892e-06,0.333333694597,0.333333211645,0.333333093759
0.01,0.0158489319246,0.063095734448,0.6667,0.227606456442,27672790.1565,4.52437897861e+12,6.11637311103e-06,6.11637316134e-06,0.33333400747,0.333333055208,0.333332937322
0.01,0.0158489319246,0.1,0.6667,0.293894427475,35732197.3497,4.52438907438e+12,7.89768440964e-06,7.89768447459e-06,0.333334503339,0.333332807273,0.333332689387
0.01,0.0158489319246,0.158489319246,0.6667,0.389375640243,47340969.8166,4.52440507506e+12,1.04634683769e-05,1.0463468463e-05,0.333335289234,0.333332414326,0.33333229644
0.01,0.0158489319246,0.251188643151,0.6667,0.528644998933,64273581.4767,4.52443043436e+12,1.4205894395e-05,1.42058945118e-05,0.333336534783,0.333331791551,0.333331673666
0.01,0.0158489319246,0.398107170553,0.6667,0.734191726555,89264311.3081,4.52447062595e+12,1.97292275614e-05,1.97292277236e-05,0.333338508816,0.333330804535,0.333330686649
0.01,0.0158489319246,0.63095734448,0.6667,1.04085043159,126548411.797,4.52453432483e+12,2.79693779893e-05,2.79693782193e-05,0.333341637375,0.333329240255,0.333329122369
0.01,0.0158489319246,1,0.6667,1.50281252252,182714568.955,4.52463527953e+12,4.03821647856e-05,4.03821651177e-05,0.333346595627,0.333326761129,0.333326643243
0.01,0.0158489319246,1.58489319246,0.6667,2.20468435347,268049370.957,4.52479527887e+12,5.92401097137e-05,5.92401102009e-05,0.333354453474,0.333322832206,0.33332271432
0.01,0.0158489319246,2.51188643151,0.6667,3.27894497316,398659851.725,4.525048853e+12,8.81006728097e-05,8.81006735342e-05,0.333366906184,0.333316605851,0.333316487965
0.01,0.0158489319246,3.98107170553,0.6667,4.93352889499,599827052.256,4.52545072153e+12,0.000132545261065,0.000132545262155,0.333386639541,0.333306739173,0.333306621287
0.01,0.0158489319246,6.3095734448,0.6667,7.4954337033,911307909.475,4.5260875915e+12,0.000201345617723,0.000201345619379,0.333417907626,0.33329110513,0.333290987244
0.01,0.0158489319246,10,0.6667,11.4796973133,1395721631.88,4.52709684009e+12,0.000308303901971,0.000308303904506,0.333467446187,0.33326633585,0.333266217964
0.01,0.0158489319246,15.8489319246,0.6667,17.6985481731,2151820371.56,4.52869608438e+12,0.000475152298537,0.000475152302443,0.333545914308,0.333227101789,0.333226983903
0.01,0.0158489319246,25.1188643151,0.6667,27.4341809115,3335495588.95,4.53122994585e+12,0.000736112623149,0.000736112629199,0.333670164533,0.333164976676,0.33316485879
0.01,0.0158489319246,39.8107170553,0.6667,42.7123156539,5193037871.88,4.53524391597e+12,0.00114504047091,0.00114504048031,0.333866803843,0.333066657021,0.333066539135
0.01,0.0158489319246,63.095734448,0.6667,66.7354183576,8113808619.86,4.54160079955e+12,0.00178655256403,0.0017865525787,0.334177745627,0.332911186129,0.332911068244
0.01,0.0158489319246,100,0.6667,104.568878264,12713666696.1,4.55166371416e+12,0.00279319110335,0.00279319112626,0.334668781928,0.332665667979,0.332665550094
0.01,0.0251188643151,0.0251188643151,0.6667,0.173871184959,21139562.0794,4.52437112535e+12,4.67237574457e-06,4.672375783e-06,0.333333434907,0.333333434907,0.333333130185
0.01,0.0251188643151,0.0398107170553,0.6667,0.209778244722,25505205.0647,4.52437514455e+12,5.63728781103e-06,5.63728785739e-06,0.333333632318,0.333333336202,0.33333303148
0.01,0.0251188643151,0.063095734448,0.6667,0.259771625353,31583487.5222,4.52438151456e+12,6.98073032983e-06,6.98073038725e-06,0.333333945191,0.333333179766,0.333332875043
0.01,0.0251188643151,0.1,0.6667,0.330299728093,40158417.3276,4.52439161033e+12,8.87598166914e-06,8.87598174215e-06,0.33333444106,0.333332931831,0.333332627109
0.01,0.0251188643151,0.158489319246,0.6667,0.431118950417,52416194.3113,4.52440761102e+12,1.1585205929e-05,1.15852060242e-05,0.333335226956,0.333332538883,0.333332234161
0.01,0.0251188643151,0.251188643151,0.6667,0.577108464986,70165854.25,4.52443297032e+12,1.55082093454e-05,1.55082094729e-05,0.333336472504,0.333331916109,0.333331611387
0.01,0.0251188643151,0.398107170553,0.6667,0.791115367614,96185186.9221,4.52447316191e+12,2.12588698593e-05,2.12588700341e-05,0.333338446537,0.333330929093,0.33333062437
0.01,0.0251188643151,0.63095734448,0.6667,1.10842480195,134764221.666,4.52453686081e+12,2.97851967402e-05,2.97851969852e-05,0.333341575097,0.333329364813,0.333329060091
0.01,0.0251188643151,1,0.6667,1.58379536666,192560604.464,4.52463781553e+12,4.25582357596e-05,4.25582361096e-05,0.333346533349,0.333326885687,0.333326580964
0.01,0.0251188643151,1.58489319246,0.6667,2.30254746598,279947738.95,4.52479781489e+12,6.18696675741e-05,6.18696680829e-05,0.333354391195,0.333322956763,0.333322652041
0.01,0.0251188643151,2.51188643151,0.6667,3.39805908447,413141953.237,4.52505138908e+12,9.13010514834e-05,9.13010522342e-05,0.333366843905,0.333316730409,0.333316425686
0.01,0.0251188643151,3.98107170553,0.6667,5.07939642873,617561881.552,4.52545325768e+12,0.000136464093497,0.000136464094619,0.333386577262,0.33330686373,0.333306559008
0.01,0.0251188643151,6.3095734448,0.6667,7.67498180038,933137680.436,4.52609012777e+12,0.000206168601689,0.000206168603385,0.333417845347,0.333291229687,0.333290924965
0.01,0.0251188643151,10,0.6667,11.7016467275,1422706628.96,4.52709937655e+12,0.000314264498949,0.000314264501533,0.333467383908,0.333266460407,0.333266155685
0.01,0.0251188643151,15.8489319246,0.6667,17.9738776828,2185295413.81,4.52869862114e+12,0.000482543789874,0.000482543793841,0.33354585203,0.333227226346,0.333226921624
0.01,0.0251188643151,25.1188643151,0.6667,27.77671198,3377141113.98,4.53123248308e+12,0.000745302982982,0.000745302989108,0.333670102255,0.333165101234,0.333164796512
0.01,0.0251188643151,39.8107170553,0.6667,43.1394484725,5244969425.33,4.53524645395e+12,0.00115649048745,0.00115649049695,0.333866741565,0.333066781579,0.333066476857
0.01,0.0251188643151,63.095734448,0.6667,67.2690584692,8178689515.85,4.54160333872e+12,0.00180083746614,0.00180083748092,0.334177683349,0.332911310686,0.332911005965
0.01,0.0251188643151,100,0.6667,105.236603113,12794849848.5,4.55166625521e+12,0.00281102546324,0.0028110254863,0.334668719651,0.332665792535,0.332665487815
0.01,0.0398107170553,0.0398107170553,0.6667,0.24905336082,30280342.2165,4.52437916376e+12,6.69270652866e-06,6.6927065837e-06,0.333333533613,0.333333533613,0.333332932775
0.01,0.0398107170553,0.063095734448,0.6667,0.303286873158,36874147.2862,4.52438553377e+12,8.15008948898e-06,8.15008955601e-06,0.333333846486,0.333333377176,0.333332776338
0.01,0.0398107170553,0.1,0.6667,0.379152985454,46098081.6085,4.52439562955e+12,1.01887821057e-05,1.01887821895e-05,0.333334342355,0.333333129241,0.333332528403
0.01,0.0398107170553,0.158489319246,0.6667,0.486692363656,59172906.8708,4.52441163024e+12,1.30785859511e-05,1.30785860586e-05,0.33333512825,0.333332736294,0.333332135456
0.01,0.0398107170553,0.251188643151,0.6667,0.641142053231,77951169.6501,4.52443698955e+12,1.72289213418e-05,1.72289214835e-05,0.333336373799,0.333332113519,0.333331512682
0.01,0.0398107170553,0.398107170553,0.6667,0.865799685163,105265436.577,4.52447718115e+12,2.32657678438e-05,2.32657680351e-05,0.333338347832,0.333331126503,0.333330525665
0.01,0.0398107170553,0.63095734448,0.6667,1.19651759327,145474696.961,4.52454088006e+12,3.21523663108e-05,3.21523665752e-05,0.333341476391,0.333329562223,0.333328961385
0.01,0.0398107170553,1,0.6667,1.68876842635,205323412.243,4.52464183481e+12,4.53789312062e-05,4.53789315794e-05,0.333346434644,0.333327083097,0.333326482259
0.01,0.0398107170553,1.58489319246,0.6667,2.42877152448,295294280.248,4.52480183423e+12,6.52612619598e-05,6.52612624965e-05,0.33335429249,0.333323154174,0.333322553336
0.01,0.0398107170553,2.51188643151,0.6667,3.55103656539,431741222.319,4.52505540849e+12,9.54112557293e-05,9.5411256514e-05,0.3333667452,0.333316927819,0.333316326981
0.01,0.0398107170553,3.98107170553,0.6667,5.26605447299,640256092.299,4.52545727721e+12,0.000141478760668,0.000141478761831,0.333386478557,0.333307061141,0.333306460303
0.01,0.0398107170553,6.3095734448,0.6667,7.90404116171,960987117.305,4.52609414749e+12,0.000212321502401,0.000212321504147,0.333417746642,0.333291427098,0.33329082626
0.01,0.0398107170553,10,0.6667,11.9840861843,1457046111,4.52710339656e+12,0.000321849529684,0.000321849532331,0.333467285203,0.333266657817,0.33326605698
0.01,0.0398107170553,15.8489319246,0.6667,18.3235186985,2227805378.63,4.52870264162e+12,0.000491930147906,0.00049193015195,0.333545753325,0.333227423757,0.333226822919
0.01,0.0398107170553,25.1188643151,0.6667,28.2109547457,3429937107.21,4.53123650432e+12,0.000756953885712,0.000756953891933,0.33367000355,0.333165298644,0.333164697806
0.01,0.0398107170553,39.8107170553,0.6667,43.6801985313,5310714761.1,4.53525047638e+12,0.00117098597864,0.00117098598826,0.33386664286,0.333066978988,0.333066378151
0.01,0.0398107170553,63.095734448,0.6667,67.9438932657,8260737108.03,4.54160736303e+12,0.00181890163105,0.00181890164598,0.334177584645,0.332911508095,0.33291090726
0.01,0.0398107170553,100,0.6667,106.080240593,12897420765.5,4.5516702825e+12,0.00283355776216,0.0028335577854,0.334668620948,0.332665989943,0.33266538911
0.01,0.063095734448,0.063095734448,0.6667,0.362858395052,44116956.8727,4.52439190379e+12,9.75091403398e-06,9.75091411418e-06,0.333333690049,0.333333690049,0.333332619901
0.01,0.063095734448,0.1,0.6667,0.445444663226,54157939.4736,4.52440199956e+12,1.19701872277e-05,1.19701873262e-05,0.333334185919,0.333333442115,0.333332371967
0.01,0.063095734448,0.158489319246,0.6667,0.561444216435,68261367.5765,4.52441800026e+12,1.50873254883e-05,1.50873256124e-05,0.333334971814,0.333333049167,0.333331979019
0.01,0.063095734448,0.251188643151,0.6667,0.726544635313,88334564.6105,4.52444335958e+12,1.95238522982e-05,1.95238524588e-05,0.333336217362,0.333332426393,0.333331356245
0.01,0.063095734448,0.398107170553,0.6667,0.96461074102,117279057.177,4.52448355121e+12,2.59209818944e-05,2.59209821076e-05,0.333338191395,0.333331439376,0.333330369228
0.01,0.063095734448,0.63095734448,0.6667,1.3122089175,159540650.046,4.52454725015e+12,3.526112999e-05,3.526113028e-05,0.333341319955,0.333329875097,0.333328804949
0.01,0.063095734448,1,0.6667,1.82571074938,221973098.847,4.52464820494e+12,4.90586421236e-05,4.90586425271e-05,0.333346278207,0.333327395971,0.333326325823
0.01,0.063095734448,1.58489319246,0.6667,2.59246726993,315196694.636,4.52480820444e+12,6.9659680102e-05,6.96596806749e-05,0.333354136054,0.333323467047,0.333322396899
0.01,0.063095734448,2.51188643151,0.6667,3.74841287419,455738578.372,4.52506177882e+12,0.000100714332069,0.000100714332897,0.333366588763,0.333317240692,0.333316170544
0.01,0.063095734448,3.98107170553,0.6667,5.50583209886,669408674.474,4.52546364772e+12,0.000147920460991,0.000147920462207,0.33338632212,0.333307374014,0.333306303866
0.01,0.063095734448,6.3095734448,0.6667,8.19719888314,996629744.649,4.5261005183e+12,0.000220196111956,0.000220196113767,0.333417590206,0.333291739971,0.333290669823
0.01,0.063095734448,10,0.6667,12.3444454646,1500859221.13,4.52710976785e+12,0.000331527019611,0.000331527022336,0.333467128766,0.333266970691,0.333265900543
0.01,0.063095734448,15.8489319246,0.6667,18.7684797288,2281904517.17,4.52870901366e+12,0.000503875274725,0.000503875278867,0.333545596888,0.33322773663,0.333226666482
0.01,0.063095734448,25.1188643151,0.6667,28.762423069,3496985588.3,4.53124287755e+12,0.000771749750357,0.0007717497567,0.333669847113,0.333165611517,0.33316454137
0.01,0.063095734448,39.8107170553,0.6667,44.3657515923,5394065498.58,4.53525685149e+12,0.0011893627265,0.00118936273627,0.333866486424,0.333067291861,0.333066221715
0.01,0.063095734448,63.095734448,0.6667,68.7982490105,8364611170.36,4.54161374112e+12,0.00184177069616,0.00184177071128,0.33417742821,0.332911820967,0.332910750823
0.01,0.063095734448,100,0.6667,107.147106326,13027132163.1,4.55167666531e+12,0.00286205128662,0.00286205131009,0.334668464515,0.332666302812,0.332665232673
0.01,0.1,0.1,0.6667,0.536491106407,65227524.9151,4.52441209535e+12,1.44167955977e-05,1.44167957163e-05,0.333333937984,0.333333937984,0.333332124032
0.01,0.1,0.158489319246,0.6667,0.663141388919,80625887.2727,4.52442809606e+12,1.78201277372e-05,1.78201278838e-05,0.333334723879,0.333333545036,0.333331731085
0.01,0.1,0.251188643151,0.6667,0.841650281572,102329309.947,4.5244534554e+12,2.26169437068e-05,2.26169438928e-05,0.333335969428,0.333332922262,0.33333110831
0.01,0.1,0.398107170553,0.6667,1.09659665565,133326134.998,4.52449364705e+12,2.94676364477e-05,2.94676366901e-05,0.333337943461,0.333331935246,0.333330121294
0.01,0.1,0.63095734448,0.6667,1.46544583093,178171461.385,4.52455734604e+12,3.93787604606e-05,3.93787607845e-05,0.33334107202,0.333330370966,0.333328557014
0.01,0.1,1,0.6667,2.00570108524,243856637.971,4.52465830091e+12,5.38950390831e-05,5.38950395263e-05,0.333346030272,0.33332789184,0.333326077888
0.01,0.1,1.58489319246,0.6667,2.80613816913,341175175.425,4.52481830052e+12,7.54008558928e-05,7.54008565129e-05,0.333353888119,0.333323962916,0.333322148965
0.01,0.1,2.51188643151,0.6667,4.00448509046,486872285.283,4.52507187509e+12,0.000107594375232,0.000107594376116,0.333366340829,0.333317736562,0.33331592261
0.01,0.1,3.98107170553,0.6667,5.81528441069,707032426.553,4.5254737443e+12,0.000156233901838,0.000156233903123,0.333386074185,0.333307869883,0.333306055931
0.01,0.1,6.3095734448,0.6667,8.57385275376,1042423979.51,4.52611061535e+12,0.000230313410239,0.000230313412133,0.333417342271,0.33329223584,0.333290421889
0.01,0.1,10,0.6667,12.8057010852,1556939484.4,4.52711986565e+12,0.000343913905043,0.000343913907871,0.333466880832,0.33326746656,0.333265652608
0.01,0.1,15.8489319246,0.6667,19.3362426425,2350934122.98,4.52871911265e+12,0.000519116784499,0.000519116788766,0.333545348953,0.333228232499,0.333226418548
0.01,0.1,25.1188643151,0.6667,29.4642707205,3582317450.51,4.53125297842e+12,0.000790579876721,0.000790579883218,0.333669599179,0.333166107386,0.333164293435
0.01,0.1,39.8107170553,0.6667,45.2364019275,5499920685.65,4.53526695535e+12,0.00121270053001,0.00121270053997,0.33386623849,0.33306778773,0.33306597378
0.01,0.1,63.095734448,0.6667,69.8814093337,8496303692.61,4.54162384971e+12,0.00187076338861,0.00187076340397,0.334177180277,0.332912316834,0.332910502888
0.01,0.1,100,0.6667,108.497800874,13191351963.2,4.55168678138e+12,0.00289812381399,0.00289812383776,0.334668216586,0.332666798675,0.332664984739
0.01,0.158489319246,0.158489319246,0.6667,0.803200145206,97654475.2701,4.52444409679e+12,2.15837509267e-05,2.15837511042e-05,0.333334330932,0.333334330932,0.333331338137
0.01,0.158489319246,0.251188643151,0.6667,0.998589306227,121410230.429,4.52446945616e+12,2.68341361582e-05,2.68341363789e-05,0.33333557648,0.333333708157,0.333330715363
0.01,0.158489319246,0.398107170553,0.6667,1.27478667911,154990788.999,4.52450964786e+12,3.42558199202e-05,3.42558202019e-05,0.333337550513,0.333332721141,0.333329728346
0.01,0.158489319246,0.63095734448,0.6667,1.67038927682,203088843.171,4.52457334693e+12,4.48857441195e-05,4.48857444887e-05,0.333340679072,0.333331156861,0.333328164066
0.01,0.158489319246,1,0.6667,2.24432509446,272868961.421,4.52467430192e+12,6.03068731513e-05,6.03068736473e-05,0.333345637325,0.333328677735,0.33332568494
0.01,0.158489319246,1.58489319246,0.6667,3.08716349543,375342724.997,4.52483430171e+12,8.29517053846e-05,8.29517060668e-05,0.333353495171,0.333324748812,0.333321756017
0.01,0.158489319246,2.51188643151,0.6667,4.33889051232,527529880.023,4.52508787658e+12,0.000116578924006,0.000116578924965,0.333365947881,0.333318522457,0.333315529662
0.01,0.158489319246,3.98107170553,0.6667,6.21689139133,755860504.08,4.52548974626e+12,0.000167022916909,0.000167022918283,0.333385681238,0.333308655778,0.333305662984
0.01,0.158489319246,6.3095734448,0.6667,9.06006148446,1101538085.45,4.52612661807e+12,0.000243373234852,0.000243373236853,0.333416949323,0.333293021736,0.333290028941
0.01,0.158489319246,10,0.6667,13.398417109,1629002932.88,4.52713586956e+12,0.000359830799521,0.00035983080248,0.333466487884,0.333268252455,0.333265259661
0.01,0.158489319246,15.8489319246,0.6667,20.063043404,2439299827.86,4.52873511844e+12,0.000538627176025,0.000538627180453,0.333544956006,0.333229018394,0.3332260256
0.01,0.158489319246,25.1188643151,0.6667,30.3598741656,3691206480.24,4.5312689872e+12,0.000814607665167,0.000814607671862,0.333669206232,0.33316689328,0.333163900488
0.01,0.158489319246,39.8107170553,0.6667,46.3445153607,5634647050.56,4.53528296885e+12,0.00124240252328,0.00124240253348,0.333865845544,0.333068573623,0.333065580833
0.01,0.158489319246,63.095734448,0.6667,71.2570569912,8663557335.37,4.54163987071e+12,0.00190758349646,0.00190758351212,0.334176787334,0.332913102726,0.332910109941
0.01,0.158489319246,100,0.6667,110.210254164,13399555022.6,4.55170281424e+12,0.00294385540083,0.00294385542497,0.334667823648,0.332667584561,0.332664591791
0.01,0.251188643151,0.251188643151,0.6667,1.21522946605,147749719.106,4.52449481558e+12,3.2655517116e-05,3.26555173845e-05,0.333334953706,0.333334953706,0.333330092588
0.01,0.251188643151,0.398107170553,0.6667,1.51818026136,184583005.461,4.52453500735e+12,4.07960163072e-05,4.07960166427e-05,0.333336927739,0.333333966689,0.333329105572
0.01,0.251188643151,0.63095734448,0.6667,1.94746342241,236776001.297,4.52459870654e+12,5.23308285898e-05,5.23308290202e-05,0.333340056298,0.33333240241,0.333327541292
0.01,0.251188643151,1,0.6667,2.56380055713,311711345.669,4.52469966172e+12,6.88910571774e-05,6.88910577439e-05,0.33334501455,0.333329923284,0.333325062166
0.01,0.251188643151,1.58489319246,0.6667,3.46001905366,420675154.414,4.52485966181e+12,9.29697675497e-05,9.29697683143e-05,0.333352872397,0.33332599436,0.333321133243
0.01,0.251188643151,2.51188643151,0.6667,4.77894762933,581032792.226,4.52511323715e+12,0.000128401822672,0.000128401823728,0.333365325107,0.333319768005,0.333314906888
0.01,0.251188643151,3.98107170553,0.6667,6.74155025841,819649444.689,4.52551510759e+12,0.000181117379671,0.000181117381161,0.333385058463,0.333309901327,0.33330504021
0.01,0.251188643151,6.3095734448,0.6667,9.69122764457,1178276368.6,4.52615198058e+12,0.000260326291289,0.000260326293429,0.333416326549,0.333294267284,0.333289406167
0.01,0.251188643151,10,0.6667,14.1636680068,1722043472.43,4.52716123396e+12,0.000380380412643,0.00038038041577,0.33346586511,0.333269498003,0.333264636886
0.01,0.251188643151,15.8489319246,0.6667,20.9970969855,2552863692.27,4.52876048583e+12,0.000563700305916,0.00056370031055,0.333544333232,0.333230263942,0.333225402826
0.01,0.251188643151,25.1188643151,0.6667,31.5064377352,3830607679.83,4.53129435932e+12,0.000845367205173,0.00084536721212,0.333668583459,0.333168138828,0.333163277713
0.01,0.251188643151,39.8107170553,0.6667,47.7586131545,5806575527.99,4.53530834847e+12,0.00128030445433,0.00128030446484,0.333865222772,0.333069819169,0.333064958058
0.01,0.251188643151,63.095734448,0.6667,73.0079604184,8876435229.45,4.5416652622e+12,0.00195444504254,0.00195444505858,0.334176164565,0.332914348268,0.332909487167
0.01,0.251188643151,100,0.6667,112.385170762,13663985177.9,4.55172822454e+12,0.00300193341776,0.00300193344238,0.334667200888,0.332668830095,0.332663969017
0.01,0.398107170553,0.398107170553,0.6667,1.85481162001,225511233.48,4.52457519925e+12,4.9841415314e-05,4.98414157239e-05,0.333335940722,0.333335940722,0.333328118555
0.01,0.398107170553,0.63095734448,0.6667,2.32649609813,282859455.438,4.52463889862e+12,6.25153651926e-05,6.25153657067e-05,0.333339069282,0.333334376443,0.333326554276
0.01,0.398107170553,1,0.6667,2.99621332841,364284844.979,4.5247398541e+12,8.05095660147e-05,8.05095666768e-05,0.333344027534,0.333331897316,0.33332407515
0.01,0.398107170553,1.58489319246,0.6667,3.95963338372,481419136.509,4.52489985467e+12,0.00010639332317,0.000106393324045,0.333351885381,0.333327968393,0.333320146226
0.01,0.398107170553,2.51188643151,0.6667,5.36316370945,652062802.728,4.52515343076e+12,0.0001440973897,0.000144097390885,0.33336433809,0.333321742038,0.333313919871
0.01,0.398107170553,3.98107170553,0.6667,7.43227363157,903628797.737,4.52555530238e+12,0.000199672466676,0.000199672468318,0.333384071447,0.33331187536,0.333304053193
0.01,0.398107170553,6.3095734448,0.6667,10.5160357555,1278557978.05,4.52619217726e+12,0.000282479823539,0.000282479825862,0.333415339533,0.333296241317,0.33328841915
0.01,0.398107170553,10,0.6667,15.1572788014,1842848406.73,4.52720143363e+12,0.000407061275844,0.000407061279191,0.333464878094,0.333271472036,0.33326364987
0.01,0.398107170553,15.8489319246,0.6667,22.2032177682,2699505961.75,4.52880069023e+12,0.000596075235853,0.000596075240752,0.333543346216,0.333232237974,0.333224415809
0.01,0.398107170553,25.1188643151,0.6667,32.9800927421,4009777227.15,4.53133457122e+12,0.000884899830542,0.000884899837813,0.333667596444,0.333170112859,0.333162290697
0.01,0.398107170553,39.8107170553,0.6667,49.5690737948,6026694491.97,4.53534857227e+12,0.00132882717754,0.00132882718846,0.333864235759,0.333071793198,0.333063971042
0.01,0.398107170553,63.095734448,0.6667,75.2424342295,9148106454.64,4.54170550481e+12,0.00201424473028,0.00201424474681,0.334175177558,0.332916322291,0.332908500151
0.01,0.398107170553,100,0.6667,115.153445529,14000556854.7,4.55176849694e+12,0.00307584991402,0.00307584993924,0.334666213895,0.332670804104,0.332662982001
0.01,0.63095734448,0.63095734448,0.6667,2.85156067181,346697722.565,4.52470259829e+12,7.66233166008e-05,7.6623317231e-05,0.333337505002,0.333337505002,0.333324989996
0.01,0.63095734448,1,0.6667,3.58847946087,436293594.892,4.52480355424e+12,9.64226592543e-05,9.64226600473e-05,0.333342463254,0.333335025876,0.33332251087
0.01,0.63095734448,1.58489319246,0.6667,4.63650126624,563713914.828,4.52496355556e+12,0.00012457866307,0.000124578664094,0.333350321101,0.333331096953,0.333318581947
0.01,0.63095734448,2.51188643151,0.6667,6.14653888502,747306923.593,4.52521713285e+12,0.000165142775586,0.000165142776944,0.333362773811,0.333324870598,0.333312355592
0.01,0.63095734448,3.98107170553,0.6667,8.34973354488,1015175175,4.52561900635e+12,0.000224317417182,0.000224317419026,0.333382507167,0.333315003919,0.333302488913
0.01,0.63095734448,6.3095734448,0.6667,11.6022983525,1410627680.16,4.52625588422e+12,0.000311654423578,0.00031165442614,0.333413775253,0.333299369876,0.333286854871
0.01,0.63095734448,10,0.6667,16.4560513865,2000755444.03,4.52726514532e+12,0.000441934669907,0.00044193467354,0.333463313814,0.333274600595,0.33326208559
0.01,0.63095734448,15.8489319246,0.6667,23.7695245775,2889940276.89,4.52886440943e+12,0.000638115870088,0.000638115875333,0.333541781937,0.333235366533,0.33322285153
0.01,0.63095734448,25.1188643151,0.6667,34.8832051848,4241160958.95,4.53139830231e+12,0.000935949709371,0.000935949717062,0.333666032166,0.333173241416,0.333160726417
0.01,0.63095734448,39.8107170553,0.6667,51.8961994083,6309630484.98,4.53541232219e+12,0.00139119224117,0.0013911922526,0.333862671485,0.333074921752,0.333062406763
0.01,0.63095734448,63.095734448,0.6667,78.1033607985,9495942899.33,4.54176928457e+12,0.00209080255434,0.0020908025715,0.334173613293,0.332919450836,0.332906935871
0.01,0.63095734448,100,0.6667,118.686387686,14430098127.3,4.55183232392e+12,0.0031701734559,0.00317017348189,0.334664649652,0.332673932626,0.332661417722
0.01,1,1,0.6667,4.41,536175495.624,4.52490451094e+12,0.000118494321796,0.00011849432277,0.333339984128,0.333339984128,0.333320031744
0.01,1,1.58489319246,0.6667,5.56452909841,676545158.108,4.52506451346e+12,0.000149510609303,0.000149510610533,0.333347841975,0.333336055205,0.333316102821
0.01,1,2.51188643151,0.6667,7.20865145492,876440423.271,4.52531809262e+12,0.000193674875031,0.000193674876624,0.333360294685,0.33332982885,0.333309876466
0.01,1,3.98107170553,0.6667,9.58064879847,1164831999.53,4.52571996912e+12,0.000257380482641,0.000257380484758,0.333380028041,0.333319962171,0.333300009787
0.01,1,6.3095734448,0.6667,13.0457235941,1586121839.88,4.52635685172e+12,0.000350419085104,0.000350419087985,0.333411296127,0.333304328128,0.333284375745
0.01,1,10,0.6667,18.1670108524,2208776881.58,4.52736612033e+12,0.000487872375399,0.00048787237941,0.333460834689,0.333279558847,0.333259606464
0.01,1,15.8489319246,0.6667,25.8172896768,3138911131.09,4.52896539633e+12,0.00069307464964,0.000693074655337,0.333539302812,0.333240324784,0.333220372404
0.01,1,25.1188643151,0.6667,37.3549834549,4541684074.37,4.53149930806e+12,0.00100224754067,0.00100224754891,0.333663553043,0.333178199665,0.333158247292
0.01,1,39.8107170553,0.6667,54.9017786339,6675054052.08,4.53551335779e+12,0.00147173064452,0.0014717306566,0.333860192368,0.333079879995,0.333059927637
0.01,1,63.095734448,0.6667,81.780955612,9943071294.3,4.54187036744e+12,0.00218920189444,0.00218920191241,0.334171134189,0.332924409064,0.332904456746
0.01,1,100,0.6667,123.21,14980086806.3,4.55193348162e+12,0.00329092829322,0.00329092832019,0.334662170584,0.332678890819,0.332658938598
0.01,1.58489319246,1.58489319246,0.6667,6.85314293456,833217076.989,4.52522451785e+12,0.000184127233212,0.000184127234727,0.333343913051,0.333343913051,0.333312173897
0.01,1.58489319246,2.51188643151,0.6667,8.66606797476,1053635667,4.52547810001e+12,0.000232823059808,0.000232823061722,0.333356365761,0.333337686696,0.333305947542
0.01,1.58489319246,3.98107170553,0.6667,11.2505753064,1367864578.45,4.52587998124e+12,0.000302231736782,0.000302231739268,0.333376099118,0.333327820018,0.333296080864
0.01,1.58489319246,6.3095734448,0.6667,14.9831843263,1821681696.64,4.52651687135e+12,0.000402446678855,0.000402446682164,0.333407367204,0.333312185975,0.333280446821
0.01,1.58489319246,10,0.6667,20.4412772179,2485286154.99,4.52752615185e+12,0.000548928057223,0.000548928061735,0.333456905766,0.333287416693,0.333255677541
0.01,1.58489319246,15.8489319246,0.6667,28.5155692131,3466972665.72,4.52912544671e+12,0.000765483905894,0.000765483912185,0.333535373891,0.333248182628,0.333216443481
0.01,1.58489319246,25.1188643151,0.6667,40.5870639468,4934646060.68,4.5316593883e+12,0.00108892694647,0.00108892695542,0.333659624125,0.333186057506,0.333154318369
0.01,1.58489319246,39.8107170553,0.6667,58.8058747136,7149720866.26,4.53567348534e+12,0.00157633057817,0.00157633059112,0.333856263458,0.333087737827,0.333055998715
0.01,1.58489319246,63.095734448,0.6667,86.5310691923,10520598392.5,4.54203056992e+12,0.0023162764196,0.00231627643861,0.334167205302,0.332932266874,0.332900527824
0.01,1.58489319246,100,0.6667,129.025186511,15687107330,4.55209380271e+12,0.00344613004067,0.00344613006891,0.334658241751,0.332686748573,0.332655009676
0.01,2.51188643151,2.51188643151,0.6667,10.691503003,1299891592.2,4.5257316869e+12,0.000287222414284,0.000287222416646,0.333350139406,0.333350139406,0.333299721188
