g12,g13,g23,alpha,T1,T_alpha,W_alpha,W_over_T1,L3_cain,L3_frac
0.75,-4.6,-2,0.75,21.1460433336,583.056121358,561.910078024,26.5728235377,-14.2960433336,-576.206121358
0.75,-4.55,-2,0.75,21.0487769107,581.256743175,560.207966265,26.6147514719,-14.2487769107,-574.456743175
0.75,-4.5,-2,0.75,20.9512970921,579.454529639,558.503232546,26.6572150684,-14.2012970921,-572.704529639
0.75,-4.45,-2,0.75,20.8536009612,577.649453257,556.795852295,26.7002256987,-14.1536009612,-570.949453257
0.75,-4.4,-2,0.75,20.7556855343,575.841486089,555.085800555,26.7437950742,-14.1056855343,-569.191486089
0.75,-4.35,-2,0.75,20.6575477584,574.030599735,553.373051976,26.7879352597,-14.0575477584,-567.430599735
0.75,-4.3,-2,0.75,20.5591845092,572.216765323,551.657580814,26.8326586868,-14.0091845092,-565.666765323
0.75,-4.25,-2,0.75,20.4605925882,570.399953499,549.93936091,26.8779781689,-13.9605925882,-563.899953499
0.75,-4.2,-2,0.75,20.361768721,568.580134415,548.218365694,26.9239069162,-13.911768721,-562.130134415
0.75,-4.15,-2,0.75,20.262709554,566.75727772,546.494568166,26.9704585515,-13.862709554,-560.35727772
0.75,-4.1,-2,0.75,20.1634116519,564.931352542,544.76794089,27.0176471271,-13.8134116519,-558.581352542
0.75,-4.05,-2,0.75,20.0638714954,563.102327483,543.038455988,27.0654871425,-13.7638714954,-556.802327483
0.75,-4,-2,0.75,19.9640854775,561.270170601,541.306085123,27.1139935628,-13.7140854775,-555.020170601
0.75,-3.95,-2,0.75,19.8640499009,559.434849395,539.570799494,27.1631818379,-13.6640499009,-553.234849395
0.75,-3.9,-2,0.75,19.7637609748,557.5963308,537.832569825,27.2130679232,-13.6137609748,-551.4463308
0.75,-3.85,-2,0.75,19.6632148112,555.754581161,536.09136635,27.2636683013,-13.5632148112,-549.654581161
0.75,-3.8,-2,0.75,19.562407422,553.90956623,534.347158808,27.3150000039,-13.512407422,-547.85956623
