family,beta12,beta13,beta23,alpha,T1,T_alpha_L,T_alpha_U,T_alpha_mid,ratio_mid,W_mid,W_over_T1_mid,x1_hat,x2_hat,x3_hat,x_enclosure_radius,evidence
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.7,28.460498941530002,6717.89406206071937447864611269162462705510423,6717.89406206071937447864611269162462709525912,6717.8940620607193744786461126916246270752287,236.04273684246147,6689.433563119189,235.04273684246144,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.33035e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.75,28.460498941530002,644.718965562955040446454228950843607683883327,644.718965562955040446454228950843607685129351,644.718965562955040446454228950843607684506339,22.65311535428394,616.2584666214251,21.65311535428394,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.69343e-39,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.7666666666666667,28.460498941530002,415.368138798330328797221998474476672610425352,415.368138798330328797221998474476672611371625,415.36813879833032879722199847447667261089555,14.594548734077838,386.90763985680036,13.594548734077838,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.87406e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.8,28.460498941530002,211.476112663083735664459689197121385722436222,211.476112663083735664459689197121385722747728,211.476112663083735664459689197121385722591975,7.430513185926425,183.01561372155373,6.430513185926425,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.17377e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.85,28.460498941530002,102.844692336890505174155089960146386116959914,102.844692336890505174155089960146386117102442,102.844692336890505174155089960146386117030443,3.6135941449296918,74.3841933953605,2.6135941449296918,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.60655e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.9,28.460498941530002,60.653801415731424715630436695072383653256634,60.6538014157314247156304366950723836533256943,60.6538014157314247156304366950723836532911641,2.1311573469017597,32.19330247420142,1.1311573469017597,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.97452e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.9,28.460498941530002,60.653801415731424715630436695072383653256634,60.6538014157314247156304366950723836533256943,60.6538014157314247156304366950723836532911641,2.1311573469017597,32.19330247420142,1.1311573469017597,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.97452e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.95,28.460498941530002,40.0597213507228891168124791827321483709943147,40.0597213507228891168124791827321483710310489,40.0597213507228891168124791827321483710126818,1.4075551322210702,11.599222409192887,0.40755513222107015,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.20394e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.99,28.460498941530002,30.3366854496268694862204941569105354232313192,30.3366854496268694862204941569105354232533597,30.3366854496268694862204941569105354232423395,1.065922474231789,1.8761865080968683,0.06592247423178896,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.23146e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.999,28.460498941530002,28.6402226999930829704983814530682325061512606,28.6402226999930829704983814530682325061751379,28.6402226999930829704983814530682325061630156,1.0063148491821001,0.17972375846307997,0.006314849182100047,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21455e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.9999,28.460498941530002,28.4783957625323612541062608252767844889477578,28.4783957625323612541062608252767844889723697,28.4783957625323612541062608252767844889602474,1.0006288301915973,0.017896821002359786,0.0006288301915973956,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21236e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.99999,28.460498941530002,28.4622878713424856443523984919374949812056514,28.4622878713424856443523984919374949812247532,28.4622878713424856443523984919374949812152023,1.0000628565864624,0.0017889298124842412,6.285658646250249e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21214e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.999999,28.460498941530002,28.4606778269916189231321187533161875121598939,28.4606778269916189231321187533161875121789957,28.4606778269916189231321187533161875121694448,1.0000062853944334,0.00017888546161870522,6.285394433393884e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21212e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.9999999,28.460498941530002,28.4605168300009688424860866102631510360254996,28.4605168300009688424860866102631510360486422,28.4605168300009688424860866102631510360368872,1.0000006285368013,1.7888470967619696e-05,6.285368012827267e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.99999999,28.460498941530002,28.4605007303763449569967956034545784563687465,28.4605007303763449569967956034545784563915217,28.4605007303763449569967956034545784563801341,1.0000000628536536,1.788846343941941e-06,6.285365367687313e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.999999999,28.460498941530002,28.4604991204146269764304078751942253973153609,28.46049912041462697643040787519422539733483,28.4604991204146269764304078751942253973249118,1.0000000062853651,1.7888462622295265e-07,6.2853650805791544e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.9999999999,28.460498941530002,28.4604989594184626224503513171120576456769475,28.4604989594184626224503513171120576457015595,28.4604989594184626224503513171120576456890698,1.0000000006285363,1.7888460490667057e-08,6.285364331601348e-10,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6666666766666667,90.0,167583975410687899562525.979426608021692080182,167583975410687899562525.979426608021692080392,167583975410687899562525.979426608021692080287,1.8620441712298657e+21,1.675839754106879e+23,1.8620441712298657e+21,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6666667666666667,90.0,167584755077196028087.062148710249998450611251,167584755077196028087.062148710249998450611272,167584755077196028087.062148710249998450611261,1.862052834191067e+18,1.6758475507719602e+20,1.862052834191067e+18,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6666676666666667,90.0,167592551742278041.327787912339969610635679028,167592551742278041.327787912339969610635679031,167592551742278041.327787912339969610635679029,1862139463803089.5,1.6759255174227795e+17,1862139463803088.2,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54584e-50,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6666766666666667,90.0,167670518393825.812683925819553599931214583596,167670518393825.812683925819553599933019184731,167670518393825.812683925819553599932116882548,1863005759931.398,167670518393735.8,1863005759930.398,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32837e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6667666666666666,90.0,168450185633.396484428705306880461937945935099,168450185633.396484428705306880461938127669718,168450185633.396484428705306880461938036802408,1871668729.259961,168450185543.39648,1871668728.259961,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33338e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6676666666666666,90.0,176247548.386776570822282798445831138464730772,176247548.386776570822282798445831138491034353,176247548.386776570822282798445831138477882563,1958306.0931864062,176247458.38677657,1958305.0931864062,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.38594e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.6766666666666666,90.0,254687.30599031425072492162772535362453443022,254687.305990314250724921627725353624537698282,254687.305990314250724921627725353624536064251,2829.8589554479363,254597.30599031426,2828.8589554479363,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.18097e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.7,90.0,12567.7261253253303493770711618772809704760805,12567.7261253253303493770711618772809705567665,12567.7261253253303493770711618772809705165175,139.64140139250367,12477.726125325331,138.64140139250367,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,4.0222e-39,CERTIFIED
atlas_A,10.0,10.0,10.0,0.75,90.0,1644.95273243318034597960341275871055295493435,1644.95273243318034597960341275871055295822573,1644.95273243318034597960341275871055295658004,18.27725258259089,1554.9527324331802,17.27725258259089,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.31757e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.7666666666666667,90.0,1122.01632387022184454140324399740711224162691,1122.01632387022184454140324399740711224423651,1122.01632387022184454140324399740711224294346,12.466848043002464,1032.0163238702219,11.466848043002464,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.58763e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.8,90.0,620.052351099789704104458982546323684256030231,620.052351099789704104458982546323684257041156,620.052351099789704104458982546323684256535694,6.889470567775441,530.0523510997897,5.889470567775441,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.07716e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.85,90.0,324.453625184799487426635216731008756970504031,324.453625184799487426635216731008756970974229,324.45362518479948742663521673100875697073913,3.605040279831105,234.45362518479948,2.605040279831105,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.59305e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.9,90.0,198.082070159743101030662424802906155899324045,198.082070159743101030662424802906155899565021,198.082070159743101030662424802906155899444533,2.200911890663812,108.0820701597431,1.200911890663812,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.69307e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.9,90.0,198.082070159743101030662424802906155899324045,198.082070159743101030662424802906155899565021,198.082070159743101030662424802906155899444533,2.200911890663812,108.0820701597431,1.200911890663812,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.69307e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.95,90.0,131.157066735962338700579234918712414470206707,131.157066735962338700579234918712414470341889,131.157066735962338700579234918712414470274298,1.4573007415106927,41.15706673596233,0.45730074151069255,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.30897e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.99,90.0,96.9580249422201029398323784943454358522306604,96.9580249422201029398323784943454358523011901,96.9580249422201029398323784943454358522659252,1.07731138824689,6.958024942220106,0.07731138824689007,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.73465e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.999,90.0,90.6734466272137960044281855078195564436213724,90.6734466272137960044281855078195564436963102,90.6734466272137960044281855078195564436581066,1.0074827403023754,0.6734466272137922,0.007482740302375469,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.58642e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.9999,90.0,90.0671316757977058056418168214612246365591558,90.067131675797705805641816821461224636639971,90.0671316757977058056418168214612246366002981,1.0007459075088634,0.06713167579771095,0.000745907508863455,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.57137e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.99999,90.0,90.0067110479366693621707497198837773215528028,90.0067110479366693621707497198837773216159857,90.0067110479366693621707497198837773215851289,1.0000745671992963,0.0067110479366760956,7.456719929640106e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56986e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.999999,90.0,90.0006710836074289062585573991934303280444128,90.0006710836074289062585573991934303281075956,90.0006710836074289062585573991934303280752695,1.000007456484527,0.0006710836074290683,7.4564845269896475e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56971e-40,CERTIFIED
atlas_A,10.0,10.0,10.0,0.9999999,90.0,90.0000671081488907000067892907017533107144482,90.0000671081488907000067892907017533107879166,90.0000671081488907000067892907017533107511824,1.0000007456460989,6.710814889743233e-05,7.456460988603593e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,CERTIFIED
